Plot-Titel: GeN-2710,,,,,,,,
Anz.,Date,Time,Temp,RH,,,,
2366,2021-05-15,00/01/00 02:15:00,9.114,79.612,,,,
2367,2021-05-15,00/01/00 02:30:00,9.04,78.945,,,,
2368,2021-05-15,00/01/00 02:45:00,8.817,80.411,,,,
2369,2021-05-15,00/01/00 03:00:00,8.394,82.434,,,,
2370,2021-05-15,00/01/00 03:15:00,7.82,83.365,,,,
2371,2021-05-15,00/01/00 03:30:00,7.72,83.474,,,,
2372,2021-05-15,00/01/00 03:45:00,7.745,83.188,,,,
2373,2021-05-15,00/01/00 04:00:00,7.569,84.705,,,,
2374,2021-05-15,00/01/00 04:15:00,7.167,86.987,,,,
2375,2021-05-15,00/01/00 04:30:00,7.091,87.695,,,,
2376,2021-05-15,00/01/00 04:45:00,7.142,87.371,,,,
2377,2021-05-15,00/01/00 05:00:00,7.242,86.564,,,,
2378,2021-05-15,00/01/00 05:15:00,7.393,86.052,,,,
2379,2021-05-15,00/01/00 05:30:00,7.544,87.131,,,,
2380,2021-05-15,00/01/00 05:45:00,7.544,87.91,,,,
2381,2021-05-15,00/01/00 06:00:00,7.393,87.873,,,,
2382,2021-05-15,00/01/00 06:15:00,7.494,88.208,,,,
2383,2021-05-15,00/01/00 06:30:00,7.67,86.979,,,,
2384,2021-05-15,00/01/00 06:45:00,7.695,86.96,,,,
2385,2021-05-15,00/01/00 07:00:00,7.845,86.579,,,,
2386,2021-05-15,00/01/00 07:15:00,8.17,87.466,,,,
2387,2021-05-15,00/01/00 07:30:00,8.469,84.732,,,,
2388,2021-05-15,00/01/00 07:45:00,8.792,83.908,,,,
2389,2021-05-15,00/01/00 08:00:00,9.213,82.781,,,,
2390,2021-05-15,00/01/00 08:15:00,9.509,83.703,,,,
2391,2021-05-15,00/01/00 08:30:00,10.149,84.703,,,,
2392,2021-05-15,00/01/00 08:45:00,10.907,77.103,,,,
2393,2021-05-15,00/01/00 09:00:00,11.37,76.066,,,,
2394,2021-05-15,00/01/00 09:15:00,11.71,76.664,,,,
2395,2021-05-15,00/01/00 09:30:00,11.734,75.753,,,,
2396,2021-05-15,00/01/00 09:45:00,11.662,76.792,,,,
2397,2021-05-15,00/01/00 10:00:00,11.807,73.73,,,,
2398,2021-05-15,00/01/00 10:15:00,12.098,72.325,,,,
2399,2021-05-15,00/01/00 10:30:00,12.195,74.2,,,,
2400,2021-05-15,00/01/00 10:45:00,12.582,74.194,,,,
2401,2021-05-15,00/01/00 11:00:00,13.161,76.104,,,,
2402,2021-05-15,00/01/00 11:15:00,13.473,69.631,,,,
2403,2021-05-15,00/01/00 11:30:00,13.522,74.693,,,,
2404,2021-05-15,00/01/00 11:45:00,13.978,68.229,,,,
2405,2021-05-15,00/01/00 12:00:00,14.29,66.139,,,,
2406,2021-05-15,00/01/00 12:15:00,14.409,69.922,,,,
2407,2021-05-15,00/01/00 12:30:00,14.601,71.734,,,,
2408,2021-05-15,00/01/00 12:45:00,14.17,66.612,,,,
2409,2021-05-15,00/01/00 13:00:00,14.457,62.323,,,,
2410,2021-05-15,00/01/00 13:15:00,15.223,63.28,,,,
2411,2021-05-15,00/01/00 13:30:00,15.509,55.565,,,,
2412,2021-05-15,00/01/00 13:45:00,14.697,59.059,,,,
2413,2021-05-15,00/01/00 14:00:00,15.008,59.917,,,,
2414,2021-05-15,00/01/00 14:15:00,15.7,59.219,,,,
2415,2021-05-15,00/01/00 14:30:00,15.652,58.429,,,,
2416,2021-05-15,00/01/00 14:45:00,15.652,53.756,,,,
2417,2021-05-15,00/01/00 15:00:00,15.581,57.967,,,,
2418,2021-05-15,00/01/00 15:15:00,15.509,56.384,,,,
2419,2021-05-15,00/01/00 15:30:00,15.294,56.17,,,,
2420,2021-05-15,00/01/00 15:45:00,14.936,55.236,,,,
2421,2021-05-15,00/01/00 16:00:00,14.457,58.632,,,,
2422,2021-05-15,00/01/00 16:15:00,14.146,56.449,,,,
2423,2021-05-15,00/01/00 16:30:00,13.882,58.751,,,,
2424,2021-05-15,00/01/00 16:45:00,13.93,58.639,,,,
2425,2021-05-15,00/01/00 17:00:00,14.218,59.133,,,,
2426,2021-05-15,00/01/00 17:15:00,14.577,58.201,,,,
2427,2021-05-15,00/01/00 17:30:00,14.481,60.785,,,,
2428,2021-05-15,00/01/00 17:45:00,14.457,62.382,,,,
2429,2021-05-15,00/01/00 18:00:00,14.098,60.693,,,,
2430,2021-05-15,00/01/00 18:15:00,13.738,60.426,,,,
2431,2021-05-15,00/01/00 18:30:00,13.546,59.86,,,,
2432,2021-05-15,00/01/00 18:45:00,13.522,63.284,,,,
2433,2021-05-15,00/01/00 19:00:00,13.81,65.442,,,,
2434,2021-05-15,00/01/00 19:15:00,14.673,61.648,,,,
2435,2021-05-15,00/01/00 19:30:00,13.834,63.808,,,,
2436,2021-05-15,00/01/00 19:45:00,13.233,65.718,,,,
2437,2021-05-15,00/01/00 20:00:00,13.016,66.637,,,,
2438,2021-05-15,00/01/00 20:15:00,13.064,67.195,,,,
2439,2021-05-15,00/01/00 20:30:00,12.968,67.668,,,,
2440,2021-05-15,00/01/00 20:45:00,13.137,69.653,,,,
2441,2021-05-15,00/01/00 21:00:00,13.088,68.784,,,,
2442,2021-05-15,00/01/00 21:15:00,12.727,70.033,,,,
2443,2021-05-15,00/01/00 21:30:00,12.364,71.443,,,,
2444,2021-05-15,00/01/00 21:45:00,12.05,71.099,,,,
2445,2021-05-15,00/01/00 22:00:00,11.759,70.731,,,,
2446,2021-05-15,00/01/00 22:15:00,11.662,71.703,,,,
2447,2021-05-15,00/01/00 22:30:00,10.736,79.832,,,,
2448,2021-05-15,00/01/00 22:45:00,9.262,86.894,,,,
2449,2021-05-15,00/01/00 23:00:00,8.519,89.548,,,,
2450,2021-05-15,00/01/00 23:15:00,8.145,90.765,,,,
2451,2021-05-15,00/01/00 23:30:00,7.945,92.219,,,,
2452,2021-05-15,00/01/00 23:45:00,7.745,92.497,,,,
2453,2021-05-16,00/01/00 00:00:00,7.519,92.641,,,,
2454,2021-05-16,00/01/00 00:15:00,7.419,93.095,,,,
2455,2021-05-16,00/01/00 00:30:00,7.318,92.968,,,,
2456,2021-05-16,00/01/00 00:45:00,7.268,92.778,,,,
2457,2021-05-16,00/01/00 01:00:00,7.293,92.557,,,,
2458,2021-05-16,00/01/00 01:15:00,7.167,91.663,,,,
2459,2021-05-16,00/01/00 01:30:00,6.839,90.714,,,,
2460,2021-05-16,00/01/00 01:45:00,6.458,92.188,,,,
2461,2021-05-16,00/01/00 02:00:00,6.331,93.764,,,,
2462,2021-05-16,00/01/00 02:15:00,6.408,94.684,,,,
2463,2021-05-16,00/01/00 02:30:00,6.484,95.128,,,,
2464,2021-05-16,00/01/00 02:45:00,6.56,95.223,,,,
2465,2021-05-16,00/01/00 03:00:00,6.737,95.768,,,,
2466,2021-05-16,00/01/00 03:15:00,7.318,95.427,,,,
2467,2021-05-16,00/01/00 03:30:00,7.92,92.872,,,,
2468,2021-05-16,00/01/00 03:45:00,8.17,92.658,,,,
2469,2021-05-16,00/01/00 04:00:00,8.195,92.792,,,,
2470,2021-05-16,00/01/00 04:15:00,8.245,92.144,,,,
2471,2021-05-16,00/01/00 04:30:00,8.17,92.074,,,,
2472,2021-05-16,00/01/00 04:45:00,8.12,92.112,,,,
2473,2021-05-16,00/01/00 05:00:00,8.12,92.214,,,,
2474,2021-05-16,00/01/00 05:15:00,8.17,92.887,,,,
2475,2021-05-16,00/01/00 05:30:00,8.145,93.463,,,,
2476,2021-05-16,00/01/00 05:45:00,8.12,94.087,,,,
2477,2021-05-16,00/01/00 06:00:00,8.095,94.282,,,,
2478,2021-05-16,00/01/00 06:15:00,8.045,94.218,,,,
2479,2021-05-16,00/01/00 06:30:00,8.07,94.074,,,,
2480,2021-05-16,00/01/00 06:45:00,8.145,94.597,,,,
2481,2021-05-16,00/01/00 07:00:00,8.17,94.955,,,,
2482,2021-05-16,00/01/00 07:15:00,8.195,95.213,,,,
2483,2021-05-16,00/01/00 07:30:00,8.27,94.856,,,,
2484,2021-05-16,00/01/00 07:45:00,8.319,94.995,,,,
2485,2021-05-16,00/01/00 08:00:00,8.519,95.224,,,,
2486,2021-05-16,00/01/00 08:15:00,8.866,94.587,,,,
2487,2021-05-16,00/01/00 08:30:00,9.509,92.368,,,,
2488,2021-05-16,00/01/00 08:45:00,9.952,90.966,,,,
2489,2021-05-16,00/01/00 09:00:00,10.296,86.854,,,,
2490,2021-05-16,00/01/00 09:15:00,10.492,86.743,,,,
2491,2021-05-16,00/01/00 09:30:00,10.736,87.066,,,,
2492,2021-05-16,00/01/00 09:45:00,10.98,84.497,,,,
2493,2021-05-16,00/01/00 10:00:00,11.321,82.725,,,,
2494,2021-05-16,00/01/00 10:15:00,11.662,81.558,,,,
2495,2021-05-16,00/01/00 10:30:00,11.759,79.126,,,,
2496,2021-05-16,00/01/00 10:45:00,11.613,83.545,,,,
2497,2021-05-16,00/01/00 11:00:00,12.654,83.46,,,,
2498,2021-05-16,00/01/00 11:15:00,13.666,74.919,,,,
2499,2021-05-16,00/01/00 11:30:00,13.618,70.717,,,,
2500,2021-05-16,00/01/00 11:45:00,14.098,71.466,,,,
2501,2021-05-16,00/01/00 12:00:00,14.481,72.167,,,,
2502,2021-05-16,00/01/00 12:15:00,14.625,67.101,,,,
2503,2021-05-16,00/01/00 12:30:00,15.27,70.545,,,,
2504,2021-05-16,00/01/00 12:45:00,15.461,63.32,,,,
2505,2021-05-16,00/01/00 13:00:00,15.223,71.483,,,,
2506,2021-05-16,00/01/00 13:15:00,16.368,66.216,,,,
2507,2021-05-16,00/01/00 13:30:00,17.034,62.934,,,,
2508,2021-05-16,00/01/00 13:45:00,16.63,65.145,,,,
2509,2021-05-16,00/01/00 14:00:00,16.606,61.162,,,,
2510,2021-05-16,00/01/00 14:15:00,17.249,61.327,,,,
2511,2021-05-16,00/01/00 14:30:00,17.034,62.546,,,,
2512,2021-05-16,00/01/00 14:45:00,17.986,59.672,,,,
2513,2021-05-16,00/01/00 15:00:00,18.2,58.07,,,,
2514,2021-05-16,00/01/00 15:15:00,17.843,60.944,,,,
2515,2021-05-16,00/01/00 15:30:00,17.368,65.686,,,,
2516,2021-05-16,00/01/00 15:45:00,17.534,64.118,,,,
2517,2021-05-16,00/01/00 16:00:00,17.796,64.133,,,,
2518,2021-05-16,00/01/00 16:15:00,18.01,60.49,,,,
2519,2021-05-16,00/01/00 16:30:00,17.653,58.168,,,,
2520,2021-05-16,00/01/00 16:45:00,17.225,60.874,,,,
2521,2021-05-16,00/01/00 17:00:00,17.415,58.615,,,,
2522,2021-05-16,00/01/00 17:15:00,17.891,60.471,,,,
2523,2021-05-16,00/01/00 17:30:00,18.176,58.188,,,,
2524,2021-05-16,00/01/00 17:45:00,18.461,55.453,,,,
2525,2021-05-16,00/01/00 18:00:00,18.105,57.904,,,,
2526,2021-05-16,00/01/00 18:15:00,18.01,55.846,,,,
2527,2021-05-16,00/01/00 18:30:00,17.106,57.84,,,,
2528,2021-05-16,00/01/00 18:45:00,16.392,56.396,,,,
2529,2021-05-16,00/01/00 19:00:00,16.058,57.376,,,,
2530,2021-05-16,00/01/00 19:15:00,17.058,56.436,,,,
2531,2021-05-16,00/01/00 19:30:00,17.272,56.925,,,,
2532,2021-05-16,00/01/00 19:45:00,16.463,58.043,,,,
2533,2021-05-16,00/01/00 20:00:00,15.748,59.766,,,,
2534,2021-05-16,00/01/00 20:15:00,15.748,62.331,,,,
2535,2021-05-16,00/01/00 20:30:00,15.414,62.038,,,,
2536,2021-05-16,00/01/00 20:45:00,14.984,63.003,,,,
2537,2021-05-16,00/01/00 21:00:00,14.673,74.249,,,,
2538,2021-05-16,00/01/00 21:15:00,14.29,75.102,,,,
2539,2021-05-16,00/01/00 21:30:00,13.666,81.406,,,,
2540,2021-05-16,00/01/00 21:45:00,12.485,85.624,,,,
2541,2021-05-16,00/01/00 22:00:00,11.419,88.52,,,,
2542,2021-05-16,00/01/00 22:15:00,10.834,90.438,,,,
2543,2021-05-16,00/01/00 22:30:00,10.443,91.993,,,,
2544,2021-05-16,00/01/00 22:45:00,10.173,92.54,,,,
2545,2021-05-16,00/01/00 23:00:00,10.051,93.428,,,,
2546,2021-05-16,00/01/00 23:15:00,9.952,93.249,,,,
2547,2021-05-16,00/01/00 23:30:00,9.854,93.58,,,,
2548,2021-05-16,00/01/00 23:45:00,9.78,93.816,,,,
2549,2021-05-17,00/01/00 00:00:00,9.731,94.26,,,,
2550,2021-05-17,00/01/00 00:15:00,9.657,94.139,,,,
2551,2021-05-17,00/01/00 00:30:00,9.386,92.847,,,,
2552,2021-05-17,00/01/00 00:45:00,9.015,92.98,,,,
2553,2021-05-17,00/01/00 01:00:00,8.841,94.177,,,,
2554,2021-05-17,00/01/00 01:15:00,8.941,94.758,,,,
2555,2021-05-17,00/01/00 01:30:00,9.04,94.734,,,,
2556,2021-05-17,00/01/00 01:45:00,9.238,94.079,,,,
2557,2021-05-17,00/01/00 02:00:00,9.336,92.987,,,,
2558,2021-05-17,00/01/00 02:15:00,9.287,92.974,,,,
2559,2021-05-17,00/01/00 02:30:00,9.312,92.649,,,,
2560,2021-05-17,00/01/00 02:45:00,9.509,91.574,,,,
2561,2021-05-17,00/01/00 03:00:00,9.608,90.079,,,,
2562,2021-05-17,00/01/00 03:15:00,9.583,89.658,,,,
2563,2021-05-17,00/01/00 03:30:00,9.657,88.429,,,,
2564,2021-05-17,00/01/00 03:45:00,9.756,87.355,,,,
2565,2021-05-17,00/01/00 04:00:00,9.706,86.923,,,,
2566,2021-05-17,00/01/00 04:15:00,9.534,86.408,,,,
2567,2021-05-17,00/01/00 04:30:00,9.287,87.921,,,,
2568,2021-05-17,00/01/00 04:45:00,9.114,88.295,,,,
2569,2021-05-17,00/01/00 05:00:00,9.213,88.892,,,,
2570,2021-05-17,00/01/00 05:15:00,9.238,88.742,,,,
2571,2021-05-17,00/01/00 05:30:00,9.262,87.287,,,,
2572,2021-05-17,00/01/00 05:45:00,9.213,86.2,,,,
2573,2021-05-17,00/01/00 06:00:00,9.064,86.925,,,,
2574,2021-05-17,00/01/00 06:15:00,8.941,87.209,,,,
2575,2021-05-17,00/01/00 06:30:00,8.965,88.363,,,,
2576,2021-05-17,00/01/00 06:45:00,8.916,90.678,,,,
2577,2021-05-17,00/01/00 07:00:00,8.668,91.589,,,,
2578,2021-05-17,00/01/00 07:15:00,8.618,90.705,,,,
2579,2021-05-17,00/01/00 07:30:00,8.717,89.959,,,,
2580,2021-05-17,00/01/00 07:45:00,8.767,89.945,,,,
2581,2021-05-17,00/01/00 08:00:00,8.99,90.182,,,,
2582,2021-05-17,00/01/00 08:15:00,9.238,86.993,,,,
2583,2021-05-17,00/01/00 08:30:00,9.114,87.356,,,,
2584,2021-05-17,00/01/00 08:45:00,8.99,90.336,,,,
2585,2021-05-17,00/01/00 09:00:00,8.965,89.426,,,,
2586,2021-05-17,00/01/00 09:15:00,9.015,89.309,,,,
2587,2021-05-17,00/01/00 09:30:00,9.361,86.051,,,,
2588,2021-05-17,00/01/00 09:45:00,9.608,85.053,,,,
2589,2021-05-17,00/01/00 10:00:00,9.854,84.501,,,,
2590,2021-05-17,00/01/00 10:15:00,10.565,85.013,,,,
2591,2021-05-17,00/01/00 10:30:00,10.467,87.527,,,,
2592,2021-05-17,00/01/00 10:45:00,10.467,88.288,,,,
2593,2021-05-17,00/01/00 11:00:00,11.589,82.84,,,,
2594,2021-05-17,00/01/00 11:15:00,12.171,78.528,,,,
2595,2021-05-17,00/01/00 11:30:00,12.871,73.127,,,,
2596,2021-05-17,00/01/00 11:45:00,12.582,79.414,,,,
2597,2021-05-17,00/01/00 12:00:00,12.485,76.298,,,,
2598,2021-05-17,00/01/00 12:15:00,12.871,74.365,,,,
2599,2021-05-17,00/01/00 12:30:00,13.281,73.829,,,,
2600,2021-05-17,00/01/00 12:45:00,13.906,67.087,,,,
2601,2021-05-17,00/01/00 13:00:00,14.026,69.045,,,,
2602,2021-05-17,00/01/00 13:15:00,13.618,70.059,,,,
2603,2021-05-17,00/01/00 13:30:00,12.364,84.067,,,,
2604,2021-05-17,00/01/00 13:45:00,11.589,88.588,,,,
2605,2021-05-17,00/01/00 14:00:00,10.736,88.117,,,,
2606,2021-05-17,00/01/00 14:15:00,10.59,89.857,,,,
2607,2021-05-17,00/01/00 14:30:00,11.662,93.386,,,,
2608,2021-05-17,00/01/00 14:45:00,13.329,82.693,,,,
2609,2021-05-17,00/01/00 15:00:00,14.146,81.211,,,,
2610,2021-05-17,00/01/00 15:15:00,15.533,68.892,,,,
2611,2021-05-17,00/01/00 15:30:00,14.433,71.416,,,,
2612,2021-05-17,00/01/00 15:45:00,14.673,74.644,,,,
2613,2021-05-17,00/01/00 16:00:00,13.81,67.591,,,,
2614,2021-05-17,00/01/00 16:15:00,13.064,73.193,,,,
2615,2021-05-17,00/01/00 16:30:00,13.57,78.136,,,,
2616,2021-05-17,00/01/00 16:45:00,14.146,69.758,,,,
2617,2021-05-17,00/01/00 17:00:00,13.185,71.688,,,,
2618,2021-05-17,00/01/00 17:15:00,12.461,74.926,,,,
2619,2021-05-17,00/01/00 17:30:00,12.268,77.196,,,,
2620,2021-05-17,00/01/00 17:45:00,11.273,86.719,,,,
2621,2021-05-17,00/01/00 18:00:00,11.175,92.361,,,,
2622,2021-05-17,00/01/00 18:15:00,12.122,88.613,,,,
2623,2021-05-17,00/01/00 18:30:00,12.147,84.42,,,,
2624,2021-05-17,00/01/00 18:45:00,12.389,86.773,,,,
2625,2021-05-17,00/01/00 19:00:00,13.137,79.727,,,,
2626,2021-05-17,00/01/00 19:15:00,13.425,69.994,,,,
2627,2021-05-17,00/01/00 19:30:00,12.268,79.236,,,,
2628,2021-05-17,00/01/00 19:45:00,11.613,85.632,,,,
2629,2021-05-17,00/01/00 20:00:00,12.074,81.433,,,,
2630,2021-05-17,00/01/00 20:15:00,12.582,80.51,,,,
2631,2021-05-17,00/01/00 20:30:00,12.823,77.729,,,,
2632,2021-05-17,00/01/00 20:45:00,12.558,77.423,,,,
2633,2021-05-17,00/01/00 21:00:00,11.686,78.507,,,,
2634,2021-05-17,00/01/00 21:15:00,11.151,80.413,,,,
2635,2021-05-17,00/01/00 21:30:00,10.883,80,,,,
2636,2021-05-17,00/01/00 21:45:00,10.81,86.714,,,,
2637,2021-05-17,00/01/00 22:00:00,10.149,88.732,,,,
2638,2021-05-17,00/01/00 22:15:00,9.312,89.72,,,,
2639,2021-05-17,00/01/00 22:30:00,8.866,92.049,,,,
2640,2021-05-17,00/01/00 22:45:00,8.742,94.024,,,,
2641,2021-05-17,00/01/00 23:00:00,8.792,94.971,,,,
2642,2021-05-17,00/01/00 23:15:00,8.891,95.45,,,,
2643,2021-05-17,00/01/00 23:30:00,9.015,95.332,,,,
2644,2021-05-17,00/01/00 23:45:00,9.213,93.768,,,,
2645,2021-05-18,00/01/00 00:00:00,9.336,92.273,,,,
2646,2021-05-18,00/01/00 00:15:00,9.312,90.288,,,,
2647,2021-05-18,00/01/00 00:30:00,9.238,89.986,,,,
2648,2021-05-18,00/01/00 00:45:00,9.213,89.359,,,,
2649,2021-05-18,00/01/00 01:00:00,9.262,89.293,,,,
2650,2021-05-18,00/01/00 01:15:00,9.312,89.202,,,,
2651,2021-05-18,00/01/00 01:30:00,9.435,88.713,,,,
2652,2021-05-18,00/01/00 01:45:00,9.361,89.603,,,,
2653,2021-05-18,00/01/00 02:00:00,9.163,89.502,,,,
2654,2021-05-18,00/01/00 02:15:00,9.064,90.02,,,,
2655,2021-05-18,00/01/00 02:30:00,9.114,90.522,,,,
2656,2021-05-18,00/01/00 02:45:00,9.015,90.96,,,,
2657,2021-05-18,00/01/00 03:00:00,9.064,92.407,,,,
2658,2021-05-18,00/01/00 03:15:00,8.99,93.558,,,,
2659,2021-05-18,00/01/00 03:30:00,8.916,93.107,,,,
2660,2021-05-18,00/01/00 03:45:00,9.015,92.929,,,,
2661,2021-05-18,00/01/00 04:00:00,8.941,93.95,,,,
2662,2021-05-18,00/01/00 04:15:00,8.817,94.65,,,,
2663,2021-05-18,00/01/00 04:30:00,8.668,94.837,,,,
2664,2021-05-18,00/01/00 04:45:00,8.543,94.804,,,,
2665,2021-05-18,00/01/00 05:00:00,8.369,94.329,,,,
2666,2021-05-18,00/01/00 05:15:00,8.17,94.704,,,,
2667,2021-05-18,00/01/00 05:30:00,8.095,94.785,,,,
2668,2021-05-18,00/01/00 05:45:00,8.195,94.359,,,,
2669,2021-05-18,00/01/00 06:00:00,8.295,93.755,,,,
2670,2021-05-18,00/01/00 06:15:00,8.27,92.608,,,,
2671,2021-05-18,00/01/00 06:30:00,8.195,93.349,,,,
2672,2021-05-18,00/01/00 06:45:00,8.22,93.912,,,,
2673,2021-05-18,00/01/00 07:00:00,8.12,94.439,,,,
2674,2021-05-18,00/01/00 07:15:00,8.07,94.225,,,,
2675,2021-05-18,00/01/00 07:30:00,8.22,94.34,,,,
2676,2021-05-18,00/01/00 07:45:00,8.419,94.896,,,,
2677,2021-05-18,00/01/00 08:00:00,8.742,95.008,,,,
2678,2021-05-18,00/01/00 08:15:00,9.015,94.349,,,,
2679,2021-05-18,00/01/00 08:30:00,9.114,93.59,,,,
2680,2021-05-18,00/01/00 08:45:00,9.089,93.736,,,,
2681,2021-05-18,00/01/00 09:00:00,9.015,93.082,,,,
2682,2021-05-18,00/01/00 09:15:00,9.262,91.69,,,,
2683,2021-05-18,00/01/00 09:30:00,9.485,90.461,,,,
2684,2021-05-18,00/01/00 09:45:00,9.731,91.245,,,,
2685,2021-05-18,00/01/00 10:00:00,10.026,90.287,,,,
2686,2021-05-18,00/01/00 10:15:00,10.614,90.201,,,,
2687,2021-05-18,00/01/00 10:30:00,11.102,85.724,,,,
2688,2021-05-18,00/01/00 10:45:00,11.637,87.652,,,,
2689,2021-05-18,00/01/00 11:00:00,12.001,81.091,,,,
2690,2021-05-18,00/01/00 11:15:00,12.437,83.626,,,,
2691,2021-05-18,00/01/00 11:30:00,13.497,79.778,,,,
2692,2021-05-18,00/01/00 11:45:00,13.93,74.916,,,,
2693,2021-05-18,00/01/00 12:00:00,12.558,75.756,,,,
2694,2021-05-18,00/01/00 12:15:00,11.807,78.698,,,,
2695,2021-05-18,00/01/00 12:30:00,12.195,83.571,,,,
2696,2021-05-18,00/01/00 12:45:00,13.594,78.086,,,,
2697,2021-05-18,00/01/00 13:00:00,13.257,75.844,,,,
2698,2021-05-18,00/01/00 13:15:00,13.209,79.275,,,,
2699,2021-05-18,00/01/00 13:30:00,13.497,77.26,,,,
2700,2021-05-18,00/01/00 13:45:00,13.93,76.207,,,,
2701,2021-05-18,00/01/00 14:00:00,14.098,73.54,,,,
2702,2021-05-18,00/01/00 14:15:00,13.449,64.005,,,,
2703,2021-05-18,00/01/00 14:30:00,14.385,68.622,,,,
2704,2021-05-18,00/01/00 14:45:00,15.748,66.486,,,,
2705,2021-05-18,00/01/00 15:00:00,16.058,64.456,,,,
2706,2021-05-18,00/01/00 15:15:00,15.461,62.995,,,,
2707,2021-05-18,00/01/00 15:30:00,15.079,65.929,,,,
2708,2021-05-18,00/01/00 15:45:00,15.247,67.213,,,,
2709,2021-05-18,00/01/00 16:00:00,14.433,72.841,,,,
2710,2021-05-18,00/01/00 16:15:00,12.122,79.314,,,,
2711,2021-05-18,00/01/00 16:30:00,12.292,86.165,,,,
2712,2021-05-18,00/01/00 16:45:00,14.026,76.059,,,,
2713,2021-05-18,00/01/00 17:00:00,13.93,70.577,,,,
2714,2021-05-18,00/01/00 17:15:00,12.727,73.774,,,,
2715,2021-05-18,00/01/00 17:30:00,13.93,68.393,,,,
2716,2021-05-18,00/01/00 17:45:00,15.342,67.434,,,,
2717,2021-05-18,00/01/00 18:00:00,15.461,67.252,,,,
2718,2021-05-18,00/01/00 18:15:00,13.112,80.024,,,,
2719,2021-05-18,00/01/00 18:30:00,13.161,82.926,,,,
2720,2021-05-18,00/01/00 18:45:00,13.786,80.994,,,,
2721,2021-05-18,00/01/00 19:00:00,14.146,72.244,,,,
2722,2021-05-18,00/01/00 19:15:00,13.064,78.692,,,,
2723,2021-05-18,00/01/00 19:30:00,11.637,84.73,,,,
2724,2021-05-18,00/01/00 19:45:00,11.2,91.825,,,,
2725,2021-05-18,00/01/00 20:00:00,11.929,87.035,,,,
2726,2021-05-18,00/01/00 20:15:00,11.394,84.781,,,,
2727,2021-05-18,00/01/00 20:30:00,10.222,86.362,,,,
2728,2021-05-18,00/01/00 20:45:00,9.928,87.868,,,,
2729,2021-05-18,00/01/00 21:00:00,9.78,88.798,,,,
2730,2021-05-18,00/01/00 21:15:00,9.756,91.971,,,,
2731,2021-05-18,00/01/00 21:30:00,9.854,93.428,,,,
2732,2021-05-18,00/01/00 21:45:00,9.879,92.387,,,,
2733,2021-05-18,00/01/00 22:00:00,9.756,92.176,,,,
2734,2021-05-18,00/01/00 22:15:00,9.361,90.842,,,,
2735,2021-05-18,00/01/00 22:30:00,8.99,92.03,,,,
2736,2021-05-18,00/01/00 22:45:00,8.792,93.176,,,,
2737,2021-05-18,00/01/00 23:00:00,8.668,93.954,,,,
2738,2021-05-18,00/01/00 23:15:00,8.469,93.725,,,,
2739,2021-05-18,00/01/00 23:30:00,8.319,93.988,,,,
2740,2021-05-18,00/01/00 23:45:00,8.145,94.27,,,,
2741,2021-05-19,00/01/00 00:00:00,8.095,95.211,,,,
2742,2021-05-19,00/01/00 00:15:00,8.12,95.668,,,,
2743,2021-05-19,00/01/00 00:30:00,8.17,96.006,,,,
2744,2021-05-19,00/01/00 00:45:00,8.145,95.95,,,,
2745,2021-05-19,00/01/00 01:00:00,8.12,96.143,,,,
2746,2021-05-19,00/01/00 01:15:00,8.17,96.356,,,,
2747,2021-05-19,00/01/00 01:30:00,8.145,96.299,,,,
2748,2021-05-19,00/01/00 01:45:00,8.045,96.023,,,,
2749,2021-05-19,00/01/00 02:00:00,7.845,95.819,,,,
2750,2021-05-19,00/01/00 02:15:00,7.77,96.297,,,,
2751,2021-05-19,00/01/00 02:30:00,7.895,96.828,,,,
2752,2021-05-19,00/01/00 02:45:00,7.995,96.781,,,,
2753,2021-05-19,00/01/00 03:00:00,7.945,96.419,,,,
2754,2021-05-19,00/01/00 03:15:00,7.845,96.193,,,,
2755,2021-05-19,00/01/00 03:30:00,7.87,96.423,,,,
2756,2021-05-19,00/01/00 03:45:00,7.92,96.138,,,,
2757,2021-05-19,00/01/00 04:00:00,7.82,95.537,,,,
2758,2021-05-19,00/01/00 04:15:00,7.619,95.209,,,,
2759,2021-05-19,00/01/00 04:30:00,7.368,94.841,,,,
2760,2021-05-19,00/01/00 04:45:00,7.217,95.101,,,,
2761,2021-05-19,00/01/00 05:00:00,6.914,94.395,,,,
2762,2021-05-19,00/01/00 05:15:00,6.535,94.468,,,,
2763,2021-05-19,00/01/00 05:30:00,6.281,95.048,,,,
2764,2021-05-19,00/01/00 05:45:00,6.102,95.645,,,,
2765,2021-05-19,00/01/00 06:00:00,6.026,96.317,,,,
2766,2021-05-19,00/01/00 06:15:00,6.102,96.83,,,,
2767,2021-05-19,00/01/00 06:30:00,6.306,97.305,,,,
2768,2021-05-19,00/01/00 06:45:00,6.585,97.554,,,,
2769,2021-05-19,00/01/00 07:00:00,6.611,97.266,,,,
2770,2021-05-19,00/01/00 07:15:00,6.408,97.013,,,,
2771,2021-05-19,00/01/00 07:30:00,6.255,96.873,,,,
2772,2021-05-19,00/01/00 07:45:00,6.153,96.894,,,,
2773,2021-05-19,00/01/00 08:00:00,6.281,97.421,,,,
2774,2021-05-19,00/01/00 08:15:00,7.67,98.298,,,,
2775,2021-05-19,00/01/00 08:30:00,9.336,98.267,,,,
